pair,covisibility,fundamental_matrix
49331387_5131734970-27034168_3934048864,0.447,-9.48121288e-03 4.05343467e+00 -5.82456300e+03 -3.73302237e+00 -8.60254114e-01 3.95915081e+03 6.74942373e+03 -4.22074684e+03 1.15153696e+06
49331387_5131734970-20743436_4630134694,0.496,2.49166770e-01 1.32717072e+00 -2.21084640e+03 -6.74358222e+00 -1.96330441e+00 1.21540928e+04 6.79584871e+03 -7.51858456e+03 1.08767792e+06
49331387_5131734970-10875736_10366156803,0.443,-5.36909650e-01 5.54822415e+00 -6.43111134e+03 -4.95013260e+00 -1.27709361e+00 5.15635300e+03 8.78877044e+03 -3.89407894e+03 -1.58091418e+06
49331387_5131734970-35256775_2917928780,0.447,-6.54208539e-02 -1.15824039e+00 1.15644951e+03 7.13546161e-01 -7.19129081e-01 -2.32189589e+03 -3.19633162e+02 2.99304245e+03 -1.01858984e+06
49331387_5131734970-40103707_6393354149,0.446,-5.61757676e-01 1.20228291e+01 -1.41867434e+04 -1.61188933e+01 -9.43703367e-01 1.52063901e+04 1.22255277e+04 -8.89804213e+03 2.02365143e+05
49331387_5131734970-40533611_1359502142,0.474,-3.38865229e-01 5.98185244e+00 -7.23003759e+03 -5.28532522e+00 -2.52659068e+00 7.30679392e+03 1.01851563e+04 -4.73779662e+03 -2.04303731e+06
49809790_3475639998-27034168_3934048864,0.491,-4.22248244e-02 -2.81082608e-01 7.25617674e+02 2.37124546e-01 -1.62324580e-02 6.51562103e+02 -7.74211186e+02 -6.93040153e+02 8.37667729e+04
49809790_3475639998-20743436_4630134694,0.46,-5.40479291e-01 -2.50099080e+00 4.67375763e+03 7.86114737e-01 1.25442303e+00 3.36327121e+03 -1.12912647e+03 -2.52889574e+03 -1.73061764e+06
49809790_3475639998-10875736_10366156803,0.493,3.45192191e-02 1.02921864e+00 -1.68244479e+02 -1.03729333e+00 -2.56398734e-02 1.71301789e+03 6.94184169e+01 -1.85828393e+03 8.65566695e+04
49809790_3475639998-27319807_9304439116,0.472,-4.62132891e-01 -4.68378475e+00 8.55943496e+03 6.21120542e+00 -9.74883188e-01 -2.23364459e+03 -6.72383501e+03 3.05014357e+03 -1.10213305e+06
49809790_3475639998-35256775_2917928780,0.468,-4.61968252e-01 -5.42776013e+00 9.15548374e+03 6.28687955e+00 -2.86235086e+00 -3.68259370e+03 -5.90746709e+03 5.58012813e+03 -1.09472658e+06
55681420_9334004985-27034168_3934048864,0.439,8.14544393e-02 -8.20597131e-01 5.53480429e+02 9.17597539e-01 3.31493041e-02 -7.54347955e+02 -6.82503996e+02 9.20132591e+02 -1.50710839e+05
55681420_9334004985-25930528_6781762,0.442,-1.19500166e-02 -4.76658086e-02 1.22642616e+02 -3.10312317e-02 2.90322647e-03 3.66657238e+02 -1.70805485e+01 -5.08841106e+02 7.66506916e+03
55681420_9334004985-21526113_4379776807,0.455,-3.56604786e-02 2.39369590e-02 6.24425977e+01 -2.48730726e-02 -2.80057358e-02 7.57891557e+01 4.61107438e+01 -1.06836656e+02 -2.60185412e+04
55681420_9334004985-20743436_4630134694,0.473,3.99445252e-01 -1.71416678e+00 1.76818523e+03 1.27887661e+00 1.43859908e+00 -7.63043526e+01 -9.86703499e+02 -6.43867042e+02 -3.27170942e+05
55681420_9334004985-19816447_8133775295,0.414,3.03916634e-01 -1.41227624e+00 1.27574450e+03 5.23743308e-01 1.48880294e+00 1.47376569e+03 -1.11289700e+02 -1.99560600e+03 -2.89970346e+03
55681420_9334004985-50095073_6418366613,0.492,2.32763188e-01 -6.49101210e-01 -5.14221976e+02 5.47159025e-01 -1.96335691e-01 -1.08349149e+03 1.76560036e+02 1.57496264e+03 -1.95228438e+05
55681420_9334004985-54933845_5249908477,0.409,1.05415626e-01 7.67906470e-01 -1.39929757e+03 -1.35826102e+00 3.58707070e-01 2.04700068e+03 8.02328445e+02 -1.11243013e+03 1.94616421e+05
55681420_9334004985-27210738_2045590131,0.434,-2.00576278e-02 -1.58270988e-01 3.40028731e+02 -2.85889842e-02 2.32541936e-01 6.44622833e+02 -2.51900874e+01 -1.13863811e+03 9.88646320e+04
55681420_9334004985-34169301_5802403584,0.418,-2.53586933e-03 4.73885510e-01 -6.07250049e+02 -5.23068910e-01 -8.61554951e-02 5.41455239e+02 8.44620906e+02 -5.00103939e+02 -5.23758684e+04
55681420_9334004985-35298921_404896411,0.489,-2.79617348e-02 -7.66434757e-02 2.56793665e+02 1.00650839e-01 4.54779967e-02 2.40944972e+01 -2.98460866e+02 -1.69921823e+02 7.28957536e+04
63287152_2719505336-19816447_8133775295,0.463,7.01553251e-02 -1.36021242e+00 6.63552251e+02 1.08870102e+00 2.47788119e-01 2.61894620e+03 -2.69957247e+02 -1.66115576e+03 -7.42433855e+04
63287152_2719505336-27319807_9304439116,0.419,-4.18964727e-01 -5.71660427e+00 7.50121796e+03 5.35380622e+00 -2.35420011e+00 -5.00089192e+03 -4.57507848e+03 6.78343175e+03 -1.47583820e+06
63287152_2719505336-35256775_2917928780,0.403,-7.27510255e-01 -6.76856016e+00 8.92697649e+03 4.60810549e+00 -4.12376252e+00 -5.71015443e+03 -3.23077139e+03 8.72607887e+03 -2.30792721e+06
98653115_457567968-98646661_5998900488,0.322,-2.97047527e-01 -6.90285285e+00 7.70424183e+03 8.12404280e+00 -1.21292741e+00 -5.53020912e+03 -4.70494878e+03 7.40997949e+03 -4.04045855e+06
98653115_457567968-92376688_8105076200,0.347,2.51818012e-02 -4.42125063e+00 3.23322272e+03 4.01743425e+00 3.54477264e-01 -2.64359348e+03 -2.72398973e+03 2.02926150e+03 1.25051650e+05
98653115_457567968-70216940_11604373513,0.394,-6.53734543e-01 -5.25689118e+00 6.19156674e+03 5.53974267e+00 -3.57378274e-01 -4.35392497e+03 -4.91960509e+03 6.20186194e+03 -2.43849961e+06
98653115_457567968-56854840_6393356391,0.369,-5.89265923e-03 -4.70479531e-01 6.81303855e+02 6.33827254e-01 -7.69887888e-02 -2.95134348e+02 -4.75391425e+02 2.73311945e+02 -8.90748507e+04
98653115_457567968-54163059_5716537618,0.326,-9.78226155e-02 -2.65626661e+00 3.14993147e+03 2.16975613e+00 6.00569204e-01 3.03527286e+02 -4.45343630e+03 -1.75214751e+03 2.07647542e+03
98653115_457567968-53822146_6393351439,0.326,-1.18180812e-01 -1.14823321e+00 1.75885467e+03 1.10439691e+00 6.97161362e-02 4.47108885e+01 -9.60699235e+02 3.60475244e+02 -6.89946941e+05
98653115_457567968-12201840_2095020348,0.333,-7.21242632e-02 -4.20563167e-01 7.62489939e+02 4.40396330e-01 6.37380510e-02 1.06237012e+02 -4.50437967e+02 -3.12441679e+01 -1.73212968e+05
98653115_457567968-40103707_6393354149,0.368,-9.97959707e-02 -7.23669111e-01 1.27106778e+03 8.29318577e-01 1.39302501e-01 3.59027140e+01 -8.28466639e+02 -2.38034972e+01 -2.43989000e+05
98653115_457567968-55681420_9334004985,0.395,5.34686968e-03 -2.31423235e-01 4.26114578e+02 7.06707586e-02 1.66867485e-01 -5.14478849e+02 -2.93500608e+02 4.29801170e+02 -2.87999155e+03
98646661_5998900488-78796792_457569684,0.375,-2.22217675e-02 5.80449192e+00 -3.52938264e+03 -5.86501101e+00 -1.03760291e+00 6.59746610e+03 4.62428044e+03 -6.49338916e+03 -7.27627336e+05
98646661_5998900488-78782709_457568230,0.345,-2.80347356e-01 6.98754286e+00 -4.02189190e+03 -5.93016964e+00 -9.27456615e-01 6.30002080e+03 6.37136737e+03 -4.55349532e+03 -3.35912847e+06
98646661_5998900488-77522412_4780460527,0.382,-3.03229647e-01 4.03397633e+00 -2.29199721e+03 -4.53537703e+00 -3.18596626e+00 8.21742149e+03 5.84118596e+03 -5.03902603e+03 -4.46679697e+06
98646661_5998900488-77151900_277624143,0.355,-2.21908787e-02 4.88735179e-01 -3.08937079e+02 -4.70152477e-01 8.91490313e-02 9.31685187e+01 6.26872096e+02 3.85056597e+01 -2.25994201e+05
98646661_5998900488-70340840_5145139104,0.316,-2.21684270e-01 5.31937489e+00 -2.89188609e+03 -5.33915118e+00 -1.57266158e+00 6.51962107e+03 5.53360217e+03 -4.83097054e+03 -2.96237420e+06
98646661_5998900488-69305986_4941166067,0.325,2.88035105e-01 8.17361162e+00 -6.04573172e+03 -5.25470124e+00 4.92350471e-01 3.30314158e+03 4.28962556e+03 -1.91069155e+03 -1.61749218e+06
98646661_5998900488-68153082_7213226096,0.328,-1.04171940e-01 6.38494555e+00 -3.74502190e+03 -6.00880315e+00 -7.30057733e-01 6.17109410e+03 5.85540350e+03 -4.87974682e+03 -2.64710007e+06
98646661_5998900488-64693381_4135965169,0.361,-5.95809688e-03 -4.59909553e-01 2.88423086e+02 2.79699022e-01 -8.45918449e-01 2.38491691e+03 -4.12219541e+02 -2.55946206e+03 -8.13324182e+05
98646661_5998900488-64223960_5316591967,0.327,3.29831114e-01 3.04651873e+00 -2.53300451e+03 -3.18266298e+00 -2.07778765e+00 5.84631581e+03 4.86135512e+03 -5.45393461e+03 -3.05729618e+06
98646661_5998900488-62920559_282422375,0.333,-1.85521442e-02 5.87289327e-03 -4.55496261e+01 -1.54792661e-01 1.54377635e-01 -4.66410321e+02 2.55452389e+02 6.60760499e+02 1.93995113e+04
98646661_5998900488-56240925_168522816,0.353,-2.00031424e+00 1.90261024e+00 1.07686113e+03 -2.72899512e+00 -3.69293741e+00 5.00133824e+03 5.36294078e+03 -2.40008414e+03 -4.40416040e+06
98646661_5998900488-92014338_3615980119,0.386,-1.51366463e-02 -2.22382783e+00 1.54350846e+03 2.52693814e-01 2.03013481e-01 -3.36919654e+03 -2.67461418e+02 4.99433776e+03 4.05966758e+05
98646661_5998900488-06788497_3085353292,0.322,-1.13811244e-01 4.98833849e+00 -3.39089527e+03 -3.67752299e+00 -1.21960388e-01 2.89843737e+03 5.26213654e+03 -2.41177591e+03 -2.34414061e+06
98646661_5998900488-05907640_5576489463,0.331,-2.23980644e-01 5.93676255e+00 -3.22123769e+03 -5.39614807e+00 -1.59189200e+00 6.59867679e+03 5.77187223e+03 -4.66954096e+03 -3.34789595e+06
98646661_5998900488-79122962_6371534875,0.323,-3.65080221e-01 5.68904869e+00 -3.00918939e+03 -5.14090168e+00 -2.01866398e+00 6.55355687e+03 6.00182754e+03 -4.68082090e+03 -3.45851751e+06
98646661_5998900488-40864945_6371463665,0.315,-6.25533877e-01 5.13584294e+00 -2.29909790e+03 -4.87050078e+00 -2.38667904e+00 6.66684329e+03 5.73346581e+03 -4.43115468e+03 -3.65011746e+06
98646661_5998900488-77638341_4064879131,0.343,-8.54775956e-02 6.38162602e+00 -3.73273221e+03 -4.25617565e+00 -2.78445488e+00 5.93183486e+03 5.83542437e+03 -5.24208573e+03 -2.71201939e+06
98646661_5998900488-78155518_7461591828,0.33,-3.27076427e-01 1.36366721e+00 -4.49612891e+02 -5.66696772e+00 -1.55976989e+00 6.97636576e+03 4.94670070e+03 -5.28086231e+03 -2.19540989e+06
98646661_5998900488-50095073_6418366613,0.306,-8.29025639e-01 5.84410365e+00 -3.57473833e+03 -4.57669958e+00 -1.62314443e+00 4.59029487e+03 6.84403134e+03 -2.55404420e+03 -3.28854981e+06
98646661_5998900488-82938671_7461612508,0.388,-1.60189886e-01 6.53425091e+00 -3.64170467e+03 -5.11406848e+00 -1.02621643e+00 6.09263429e+03 5.59127150e+03 -4.66539632e+03 -3.28328852e+06
98646661_5998900488-54933845_5249908477,0.31,7.00215460e-01 1.39608956e+01 -9.16168738e+03 -1.11210613e+01 -2.83154999e+00 1.29107517e+04 5.98688576e+03 -6.58540968e+03 -2.03788635e+06
98646661_5998900488-83075770_7996971402,0.354,7.71960293e-03 5.83232025e+00 -3.49138216e+03 -4.07473229e+00 -2.36796925e+00 5.50947829e+03 5.61502030e+03 -5.32884610e+03 -2.46018481e+06
98646661_5998900488-96047910_4059946697,0.358,-3.28851307e-01 4.07930690e+00 -2.59590480e+03 -3.18640638e+00 -7.87289771e-01 3.52166322e+03 4.38808766e+03 -2.47500300e+03 -2.31816132e+06
98646661_5998900488-97370029_2231232779,0.304,-1.28904974e-01 5.45436954e+00 -3.05291050e+03 -4.89033147e+00 -1.75742333e+00 6.16507969e+03 5.55728497e+03 -4.31341535e+03 -3.31708748e+06
98646661_5998900488-39664712_6371434217,0.311,-3.77936443e-01 5.29795143e+00 -2.66199127e+03 -4.79449891e+00 -2.18943839e+00 6.47426757e+03 5.68696348e+03 -4.51314628e+03 -3.55627735e+06
98646661_5998900488-40100536_3431142134,0.385,1.50081931e-01 3.60834605e+00 -2.69339315e+03 -4.20474136e+00 -2.41051323e+00 7.54565176e+03 5.19672044e+03 -5.28034057e+03 -3.64157395e+06
98646661_5998900488-49331387_5131734970,0.337,4.57187725e-03 -9.93618288e-02 7.88945636e+01 7.49162700e-02 -1.20890187e-03 -6.44017934e+01 -1.29297933e+02 6.61755511e+01 5.76887205e+04
96713979_9585072075-78796792_457569684,0.391,2.22714020e-02 -3.76895771e-01 5.20116271e+02 5.73957806e-01 -1.50888043e-01 -6.11631973e+02 -4.53786541e+02 5.83217170e+02 -1.96415028e+05
96713979_9585072075-77056867_7461601108,0.356,-2.97603788e-02 -5.04508352e-01 1.03009379e+03 1.07666172e+00 -4.87494640e-02 -8.73749316e+02 -1.07211314e+03 5.22662454e+02 -7.27723568e+04
96713979_9585072075-68127387_81603260,0.363,7.15055939e-03 -2.58021365e-01 4.73420713e+02 4.64225994e-01 -1.26713188e-01 -4.56976490e+02 -5.80152135e+02 4.83371438e+02 -3.87296076e+04
96713979_9585072075-64099927_10616457153,0.321,6.31984170e-01 -5.58320383e+00 7.61903123e+03 6.88341487e+00 -2.96420101e+00 -6.86026213e+03 -6.96850321e+03 6.95807478e+03 7.98868223e+05
96713979_9585072075-21196047_2425535608,0.308,1.24658234e-01 -1.90432855e+00 2.75587166e+03 2.20047722e+00 -1.47162787e+00 -2.21651458e+03 -3.55091087e+03 5.53093606e+03 -1.41744801e+06
96713979_9585072075-92014338_3615980119,0.342,-2.85076236e-02 -5.32008412e+00 8.65404676e+03 5.25247608e+00 -5.19134928e+00 -6.02692818e+03 -5.84720917e+03 1.08795122e+04 -1.51235776e+06
96713979_9585072075-63623059_8849912061,0.391,2.00537044e-01 -4.57200591e+00 6.92758304e+03 6.07006007e+00 -2.48477714e+00 -5.50522192e+03 -6.31248738e+03 6.08372253e+03 1.83554772e+05
96713979_9585072075-27319807_9304439116,0.389,2.23373245e-01 -4.25132591e+00 6.31289095e+03 6.12830052e+00 -1.97228356e+00 -4.87729457e+03 -5.98614098e+03 5.01095054e+03 -2.59467629e+04
96713979_9585072075-35256775_2917928780,0.355,8.79555353e-02 -4.91460494e+00 7.20026759e+03 5.90446191e+00 -4.00072561e+00 -5.04439694e+03 -5.09814512e+03 6.81509835e+03 -6.80624541e+05
92376688_8105076200-82110920_5250511156,0.338,2.47088067e-01 7.35537718e+00 -5.30457155e+03 -7.79752380e+00 -1.23702156e+00 5.73002877e+03 3.70727903e+03 -3.86280328e+03 3.92370974e+05
92376688_8105076200-78782709_457568230,0.333,4.08761208e-02 3.87286137e+00 -2.63078339e+03 -4.25211420e+00 3.90819134e-01 1.92236462e+03 3.01727250e+03 -2.45968445e+03 1.06511930e+05
92376688_8105076200-77522412_4780460527,0.325,-4.81510480e-01 2.17397623e+00 -8.10752256e+02 -3.14817173e+00 5.82966555e-02 3.81817504e+03 2.65517104e+03 -4.11415839e+03 -6.01570833e+05
92376688_8105076200-70216940_11604373513,0.302,-2.92896880e-01 -5.56095459e-01 2.47881365e+03 1.40025913e+00 -5.66885890e-01 -1.67410059e+03 -2.52652473e+03 2.32104654e+03 -1.07527828e+06
92376688_8105076200-69305986_4941166067,0.318,4.55372158e-01 2.76657244e+00 -9.31530693e+02 -2.85937329e+00 3.98139355e-01 -2.19453260e+03 9.47412775e+02 8.66776146e+02 2.75056681e+05
92376688_8105076200-68153082_7213226096,0.331,-2.20776990e-03 3.65955681e+00 -2.34460320e+03 -4.13288487e+00 3.45390917e-01 1.76694988e+03 2.56899708e+03 -2.49257740e+03 3.61719765e+05
92376688_8105076200-68127387_81603260,0.306,-6.63855124e-02 2.46648515e+00 -1.43772240e+03 -2.88833932e+00 3.62185696e-01 1.47377015e+03 1.61982739e+03 -2.70567372e+03 6.71657811e+05
92376688_8105076200-63135281_5801848783,0.355,1.68327791e+00 2.21213876e+00 -2.68882330e+03 -3.06059678e+00 2.39283734e+00 1.04074334e+03 7.78189249e+02 -3.95025163e+03 1.74004846e+06
92376688_8105076200-21196047_2425535608,0.325,1.01397440e-01 -7.82470168e-01 1.35361876e+03 9.05944202e-01 -7.92308552e-01 -1.04687282e+03 -2.54126684e+03 4.20164619e+03 -1.25905151e+06
92376688_8105076200-63027789_7461595968,0.355,-4.23854249e-01 2.65103481e+00 -1.10935686e+03 -3.52925221e+00 -1.47733030e-02 2.28179623e+03 2.24813063e+03 -3.16215231e+03 2.00413878e+05
92376688_8105076200-20743436_4630134694,0.312,-5.78127428e-01 5.07761242e-01 5.76601215e+02 -2.02833403e+00 3.64728903e-01 2.76848422e+03 1.27266557e+03 -3.46479660e+03 -3.42605570e+04
92376688_8105076200-42578175_457568876,0.397,-2.76158105e-02 3.36969054e+00 -2.05563901e+03 -3.83031892e+00 5.32635620e-02 2.21882783e+03 2.91797444e+03 -2.81440550e+03 1.51788541e+04
92376688_8105076200-06788497_3085353292,0.386,1.59282489e-01 2.06517322e+00 -1.40125813e+03 -2.25374758e+00 6.58059965e-02 -3.32406187e+02 1.89104152e+03 1.96495056e+02 1.05647064e+05
92376688_8105076200-05907640_5576489463,0.391,-1.71372544e-01 3.45653770e+00 -1.76495642e+03 -3.80596835e+00 1.83975450e-01 2.26212702e+03 2.45938675e+03 -2.83863563e+03 1.06494195e+04
92376688_8105076200-79122962_6371534875,0.389,-3.13799791e-01 3.34571552e+00 -1.76004397e+03 -3.73705701e+00 -6.88426080e-02 2.34512499e+03 2.75097910e+03 -2.88730800e+03 -1.08174269e+04
92376688_8105076200-77600296_4997051701,0.301,2.27070785e-01 1.40138436e+00 -5.69006301e+02 -1.69986522e+00 -4.40867210e-01 -9.40863929e+02 7.99864660e+02 1.38498894e+03 -1.66612456e+05
92376688_8105076200-50095073_6418366613,0.333,-4.39075352e-01 2.84239610e+00 -2.62944066e+03 -3.19639050e+00 -5.98951468e-01 6.48562271e+02 3.51696812e+03 -1.24068316e+02 1.42870167e+04
92376688_8105076200-82938671_7461612508,0.311,1.92970494e-01 3.53289830e+00 -1.94721154e+03 -3.60528690e+00 5.40537443e-01 2.05719974e+03 2.19024768e+03 -2.79500469e+03 2.24519295e+04
92376688_8105076200-54933845_5249908477,0.311,6.96573496e-01 8.05060801e+00 -6.07771748e+03 -8.89743000e+00 8.28294271e-01 4.94101414e+03 3.04581971e+03 -4.07219518e+03 9.65319024e+05
92376688_8105076200-63623059_8849912061,0.306,7.95744730e-02 -1.34939530e+00 3.15880790e+03 2.20324471e+00 -1.01994818e+00 -1.82727844e+03 -3.57129101e+03 3.05147703e+03 -4.73384926e+05
92376688_8105076200-82762931_5145144842,0.385,-3.93571414e-01 3.61732208e+00 -2.22165250e+03 -4.33946169e+00 -3.84539586e-01 3.05435540e+03 3.09923461e+03 -4.03387396e+03 7.66275640e+05
92376688_8105076200-39664712_6371434217,0.394,-3.54516866e-01 3.14515341e+00 -1.37980047e+03 -3.47884114e+00 -1.10922283e-01 2.39217644e+03 2.44821241e+03 -2.91407879e+03 -1.44419551e+05
92376688_8105076200-40100536_3431142134,0.373,-1.93683646e-01 1.68286686e+00 -8.03858917e+02 -2.74324779e+00 4.45292789e-01 3.43807809e+03 2.08525311e+03 -4.05155357e+03 -2.60246346e+05
92376688_8105076200-55681420_9334004985,0.356,3.93754089e-01 4.10677944e+00 -2.71257788e+03 -3.85180780e+00 4.22807550e-01 1.33892763e+03 2.98873866e+03 -2.79351676e+03 4.91267691e+05
91751049_10616196756-70216940_11604373513,0.348,2.14287031e-01 2.09535368e+00 -2.25826978e+03 -1.64518412e+00 1.09336554e-01 2.84160066e+03 1.47862042e+03 -2.29952548e+03 -5.83718162e+05
83124661_8192363459-78796792_457569684,0.338,4.13359250e-02 1.58376194e+00 -1.07644156e+03 -1.69230446e+00 -7.29243772e-02 7.55042587e+02 1.02200445e+03 -7.50682469e+02 7.55155255e+04
83124661_8192363459-77056867_7461601108,0.336,-9.09467146e-02 1.29569252e+00 -6.81734144e+02 -1.40751580e+00 -1.57647693e-01 7.21003467e+02 8.39588429e+02 -6.52159549e+02 -1.39082611e+04
83124661_8192363459-69868392_3604404326,0.311,-6.98610584e-02 1.42331890e+00 -8.40937109e+02 -1.40236587e+00 -1.23907672e-01 7.54526667e+02 1.40719762e+03 -5.12938348e+02 -3.65476433e+05
83124661_8192363459-69759293_4547275305,0.342,-9.35003736e-03 6.55960254e-01 -6.61520057e+02 -6.18732524e-01 5.89401255e-02 -2.93312252e+02 1.13518701e+03 7.57004080e+02 -3.29667359e+05
83124661_8192363459-64223960_5316591967,0.331,8.47116140e-02 4.34258829e-01 -4.68330179e+02 -6.59465228e-01 -6.38218290e-02 9.95404035e+02 8.69365797e+02 -1.35290964e+03 -1.63885632e+05
83124661_8192363459-27632173_1671275972,0.335,1.37225938e-02 2.31302097e-01 -1.84425798e+02 -4.44340439e-01 -6.21939535e-02 8.06066101e+02 5.27541103e+02 -1.10853952e+03 -1.34667659e+05
83124661_8192363459-56240925_168522816,0.345,-6.02284972e-01 7.85355539e-01 -1.16963464e+02 -7.82787826e-01 -6.63267693e-01 6.69932895e+02 1.00513956e+03 4.11958867e+01 -4.64638941e+05
83124661_8192363459-42578175_457568876,0.317,7.74067765e-02 1.59962946e+00 -1.07209495e+03 -1.56299466e+00 -1.60873455e-02 6.72838623e+02 1.47748609e+03 -4.83961658e+02 -3.11715321e+05
83124661_8192363459-06788497_3085353292,0.393,4.05173532e-03 3.66249476e-01 -3.88525838e+02 -5.42468807e-01 1.41631753e-01 -1.02702668e+03 9.11520094e+02 1.59290076e+03 -2.49158572e+05
83124661_8192363459-05907640_5576489463,0.318,-7.41934758e-03 1.51367821e+00 -8.57357014e+02 -1.53754862e+00 -4.49933506e-02 7.14915165e+02 1.20491783e+03 -4.24353824e+02 -2.98913605e+05
83124661_8192363459-79122962_6371534875,0.348,-5.70613253e-02 1.52071328e+00 -9.10261945e+02 -1.52526765e+00 -1.14250934e-01 7.62586110e+02 1.37500629e+03 -4.94224788e+02 -3.19807964e+05
83124661_8192363459-40864945_6371463665,0.361,-1.48322559e-01 1.33937570e+00 -6.52661818e+02 -1.34908825e+00 -1.91503365e-01 7.63641866e+02 1.12697576e+03 -4.71742581e+02 -2.95867037e+05
83124661_8192363459-77638341_4064879131,0.326,4.37591487e-02 1.77556629e+00 -1.16253548e+03 -1.47480779e+00 2.04203911e-02 6.15792317e+02 1.49903884e+03 -7.92599460e+02 -1.28664623e+05
83124661_8192363459-54933845_5249908477,0.305,4.70776603e-01 4.22946987e+00 -3.18283234e+03 -4.10415460e+00 3.33667819e-01 2.06497272e+03 1.78271129e+03 -1.33347573e+03 -7.65233442e+04
83124661_8192363459-83075770_7996971402,0.343,6.28294742e-02 1.60132690e+00 -1.04703573e+03 -1.37251740e+00 3.70439572e-02 5.49605699e+02 1.39152393e+03 -7.49267995e+02 -1.03523185e+05
83124661_8192363459-82762931_5145144842,0.364,-4.79053925e-02 1.94306150e+00 -1.30132335e+03 -1.96765376e+00 -2.67216166e-01 1.29589290e+03 1.71511910e+03 -1.32889651e+03 -6.17959115e+04
83124661_8192363459-36009638_559975512,0.318,-1.55382671e-01 -1.99274021e+00 1.91608342e+03 1.82055742e+00 -5.25838986e-01 -1.95356669e+03 -2.69704535e+03 3.61917446e+03 4.55727327e+05
83124661_8192363459-39664712_6371434217,0.358,-7.39766159e-02 1.34413910e+00 -6.91657084e+02 -1.33981121e+00 -1.14076583e-01 7.19790779e+02 1.11838091e+03 -5.03407646e+02 -2.76611479e+05
83124661_8192363459-49809790_3475639998,0.39,-5.11439936e-02 5.62635732e-01 -7.15955925e+02 -5.74133191e-01 9.98746017e-02 -6.13899762e+02 1.33467050e+03 1.32385454e+03 -4.31081142e+05
83124661_8192363459-55681420_9334004985,0.304,1.69366196e-01 1.74268506e+00 -1.17380891e+03 -1.51326163e+00 5.40803807e-01 1.62389876e+01 1.55248171e+03 -4.12277837e+02 -1.09304710e+05
